x,y
437.5,957.5
439.5,914.5
443.5,977.5
449.5,969.5
454.5,641.5
457.5,264.5
464.5,692.5
470.5,724.5
481.5,653.5
482.5,419.5
494.5,585.5
500.5,761.5
509.5,802.5
512.5,657.5
516.5,711.5
520.5,736.5
523.5,842.5
524.5,321.5
534.5,797.5
539.5,719.5
540.5,278.5
546.5,376.5
547.5,656.5
548.5,495.5
576.5,215.5
576.5,338.5
584.5,599.5
586.5,579.5
596.5,720.5
603.5,424.5
608.5,304.5
608.5,795.5
610.5,801.5
611.5,730.5
611.5,791.5
614.5,758.5
615.5,595.5
618.5,638.5
619.5,756.5
620.5,786.5
626.5,273.5
641.5,591.5
642.5,694.5
643.5,330.5
644.5,394.5
649.5,438.5
660.5,447.5
661.5,515.5
663.5,760.5
664.5,321.5
669.5,561.5
671.5,312.5
676.5,553.5
680.5,422.5
684.5,355.5
685.5,301.5
691.5,441.5
692.5,313.5
693.5,362.5
698.5,340.5
701.5,570.5
718.5,651.5
721.5,245.5
722.5,273.5
722.5,460.5
724.5,657.5
725.5,381.5
726.5,489.5
727.5,238.5
734.5,410.5
737.5,260.5
763.5,255.5
768.5,240.5
777.5,240.5
777.5,618.5
779.5,599.5
125.5,577.5
244.5,635.5
291.5,694.5
328.5,691.5
347.5,732.5
382.5,567.5
391.5,819.5
394.5,161.5
395.5,632.5
439.5,687.5
548.5,555.5
590.5,306.5
728.5,437.5
38.5,603.5
210.5,750.5
528.5,381.5
569.5,852.5
571.5,468.5
96.5,619.5
110.5,624.5
119.5,710.5
137.5,750.5
230.5,661.5
257.5,571.5
282.5,716.5
348.5,804.5
366.5,101.5
373.5,861.5
374.5,679.5
378.5,682.5
386.5,157.5
388.5,902.5
401.5,175.5
419.5,792.5
425.5,551.5
434.5,214.5
444.5,574.5
449.5,672.5
450.5,689.5
459.5,293.5
463.5,202.5
470.5,699.5
496.5,749.5
505.5,596.5
529.5,184.5
533.5,383.5
554.5,386.5
585.5,756.5
595.5,765.5
610.5,466.5
611.5,772.5
643.5,516.5
651.5,626.5
652.5,511.5
683.5,611.5
735.5,267.5
741.5,603.5
752.5,547.5
189.5,744.5
342.5,625.5
409.5,798.5
520.5,451.5
534.5,372.5
548.5,329.5
106.5,667.5
406.5,65.5
116.5,690.5
168.5,652.5
170.5,647.5
179.5,700.5
187.5,669.5
201.5,682.5
208.5,689.5
220.5,743.5
226.5,668.5
231.5,744.5
246.5,586.5
269.5,552.5
269.5,784.5
296.5,735.5
326.5,595.5
334.5,648.5
339.5,510.5
341.5,591.5
345.5,801.5
355.5,523.5
356.5,89.5
361.5,786.5
373.5,92.5
376.5,884.5
382.5,585.5
395.5,927.5
396.5,172.5
397.5,67.5
407.5,135.5
420.5,141.5
429.5,659.5
429.5,745.5
442.5,555.5
443.5,509.5
449.5,313.5
449.5,913.5
452.5,630.5
468.5,524.5
470.5,537.5
475.5,735.5
481.5,207.5
488.5,311.5
489.5,765.5
492.5,556.5
492.5,644.5
493.5,286.5
496.5,840.5
499.5,423.5
501.5,873.5
513.5,772.5
515.5,856.5
518.5,303.5
523.5,854.5
552.5,735.5
552.5,776.5
555.5,658.5
559.5,344.5
572.5,873.5
575.5,463.5
584.5,258.5
588.5,570.5
601.5,652.5
608.5,603.5
613.5,293.5
613.5,555.5
616.5,796.5
622.5,371.5
622.5,430.5
631.5,496.5
632.5,192.5
647.5,443.5
648.5,688.5
653.5,707.5
654.5,756.5
659.5,598.5
672.5,308.5
683.5,446.5
726.5,375.5
733.5,590.5
747.5,271.5
760.5,491.5
800.5,279.5
137.5,605.5
248.5,754.5
315.5,440.5
415.5,544.5
484.5,255.5
552.5,767.5
564.5,867.5
626.5,484.5
737.5,432.5
793.5,488.5
75.5,612.5
262.5,760.5
269.5,664.5
378.5,587.5
802.5,450.5
30.5,601.5
112.5,692.5
124.5,730.5
146.5,681.5
151.5,756.5
221.5,688.5
312.5,74.5
332.5,759.5
335.5,137.5
342.5,81.5
350.5,867.5
355.5,852.5
360.5,508.5
373.5,72.5
378.5,78.5
378.5,871.5
381.5,96.5
384.5,875.5
388.5,125.5
388.5,165.5
390.5,962.5
400.5,848.5
403.5,893.5
404.5,972.5
405.5,881.5
408.5,843.5
423.5,203.5
427.5,638.5
428.5,601.5
428.5,710.5
434.5,938.5
435.5,914.5
438.5,910.5
439.5,666.5
452.5,494.5
457.5,671.5
462.5,722.5
476.5,764.5
486.5,757.5
498.5,352.5
498.5,366.5
502.5,563.5
506.5,299.5
506.5,684.5
509.5,400.5
511.5,590.5
513.5,362.5
517.5,149.5
522.5,793.5
531.5,732.5
533.5,276.5
548.5,712.5
554.5,835.5
581.5,265.5
597.5,421.5
608.5,451.5
608.5,488.5
612.5,299.5
613.5,447.5
614.5,605.5
626.5,552.5
632.5,806.5
636.5,541.5
637.5,410.5
641.5,349.5
641.5,731.5
644.5,451.5
646.5,806.5
652.5,535.5
664.5,365.5
667.5,601.5
671.5,553.5
673.5,364.5
674.5,522.5
677.5,576.5
681.5,600.5
692.5,561.5
709.5,596.5
721.5,609.5
736.5,599.5
785.5,266.5
790.5,285.5
349.5,85.5
203.5,794.5
598.5,299.5
659.5,217.5
124.5,666.5
401.5,791.5
576.5,659.5
337.5,127.5
140.5,679.5
164.5,598.5
173.5,692.5
176.5,681.5
187.5,719.5
188.5,608.5
225.5,749.5
235.5,613.5
242.5,613.5
261.5,787.5
269.5,569.5
283.5,581.5
310.5,646.5
332.5,675.5
336.5,831.5
351.5,894.5
352.5,104.5
363.5,533.5
366.5,824.5
374.5,894.5
390.5,865.5
401.5,809.5
411.5,694.5
414.5,630.5
416.5,911.5
427.5,169.5
429.5,237.5
434.5,556.5
442.5,904.5
467.5,442.5
478.5,417.5
508.5,863.5
527.5,731.5
531.5,531.5
538.5,396.5
547.5,487.5
553.5,745.5
567.5,652.5
579.5,390.5
587.5,471.5
593.5,594.5
606.5,670.5
616.5,585.5
619.5,438.5
626.5,229.5
679.5,520.5
687.5,598.5
696.5,332.5
700.5,541.5
710.5,549.5
750.5,489.5
790.5,294.5
810.5,582.5
822.5,265.5
332.5,627.5
520.5,373.5
648.5,756.5
677.5,293.5
693.5,567.5
695.5,643.5
123.5,634.5
234.5,594.5
337.5,670.5
79.5,635.5
141.5,700.5
152.5,574.5
165.5,722.5
166.5,708.5
172.5,745.5
176.5,723.5
176.5,736.5
180.5,730.5
181.5,633.5
195.5,760.5
199.5,746.5
208.5,768.5
212.5,745.5
266.5,781.5
272.5,759.5
291.5,790.5
294.5,687.5
311.5,445.5
312.5,784.5
322.5,761.5
332.5,635.5
334.5,754.5
353.5,496.5
364.5,504.5
366.5,522.5
367.5,321.5
369.5,93.5
376.5,97.5
376.5,843.5
380.5,782.5
380.5,950.5
381.5,841.5
384.5,127.5
386.5,773.5
393.5,148.5
393.5,693.5
395.5,821.5
401.5,632.5
407.5,128.5
408.5,944.5
410.5,958.5
414.5,147.5
415.5,663.5
417.5,933.5
418.5,851.5
419.5,636.5
424.5,909.5
426.5,647.5
428.5,292.5
433.5,910.5
437.5,211.5
437.5,602.5
438.5,718.5
440.5,272.5
440.5,278.5
440.5,620.5
443.5,735.5
444.5,260.5
444.5,963.5
449.5,667.5
453.5,719.5
454.5,682.5
457.5,297.5
458.5,207.5
460.5,687.5
461.5,300.5
462.5,764.5
465.5,336.5
466.5,210.5
480.5,608.5
489.5,587.5
493.5,568.5
494.5,606.5
495.5,798.5
498.5,688.5
501.5,803.5
503.5,322.5
527.5,749.5
529.5,654.5
533.5,648.5
534.5,522.5
538.5,811.5
549.5,339.5
549.5,396.5
552.5,392.5
554.5,855.5
555.5,719.5
560.5,750.5
561.5,742.5
562.5,715.5
567.5,721.5
578.5,315.5
578.5,325.5
578.5,629.5
579.5,651.5
581.5,747.5
585.5,736.5
588.5,601.5
591.5,759.5
605.5,790.5
607.5,772.5
612.5,336.5
612.5,480.5
614.5,470.5
626.5,787.5
634.5,361.5
636.5,508.5
637.5,196.5
646.5,350.5
646.5,554.5
649.5,413.5
649.5,557.5
650.5,763.5
651.5,446.5
652.5,481.5
657.5,615.5
663.5,559.5
664.5,745.5
667.5,420.5
668.5,557.5
671.5,430.5
672.5,368.5
677.5,655.5
689.5,710.5
691.5,602.5
693.5,542.5
700.5,633.5
703.5,650.5
707.5,592.5
708.5,612.5
708.5,719.5
709.5,342.5
715.5,602.5
718.5,612.5
761.5,262.5
296.5,31.5
403.5,710.5
215.5,723.5
239.5,748.5
243.5,670.5
256.5,774.5
273.5,773.5
288.5,551.5
313.5,654.5
336.5,484.5
378.5,576.5
431.5,226.5
447.5,577.5
454.5,615.5
461.5,274.5
541.5,409.5
544.5,499.5
759.5,287.5
781.5,245.5
440.5,115.5
135.5,730.5
626.5,149.5
68.5,611.5
106.5,693.5
118.5,724.5
124.5,700.5
124.5,718.5
128.5,594.5
128.5,691.5
132.5,690.5
134.5,627.5
155.5,635.5
159.5,660.5
163.5,731.5
166.5,656.5
167.5,663.5
170.5,715.5
178.5,754.5
183.5,661.5
184.5,605.5
187.5,630.5
191.5,612.5
205.5,756.5
217.5,772.5
227.5,616.5
230.5,628.5
232.5,769.5
236.5,649.5
242.5,762.5
249.5,664.5
253.5,752.5
267.5,755.5
284.5,726.5
285.5,793.5
287.5,731.5
319.5,76.5
333.5,580.5
337.5,793.5
343.5,793.5
357.5,679.5
357.5,735.5
363.5,837.5
368.5,497.5
378.5,897.5
380.5,858.5
385.5,840.5
385.5,851.5
386.5,580.5
387.5,699.5
392.5,424.5
400.5,130.5
403.5,187.5
405.5,584.5
405.5,867.5
405.5,924.5
411.5,897.5
413.5,874.5
417.5,861.5
425.5,781.5
428.5,146.5
431.5,538.5
432.5,618.5
432.5,878.5
432.5,946.5
433.5,760.5
433.5,925.5
434.5,779.5
435.5,304.5
435.5,705.5
436.5,946.5
437.5,288.5
445.5,747.5
447.5,257.5
449.5,927.5
450.5,757.5
451.5,255.5
451.5,260.5
453.5,742.5
454.5,662.5
454.5,750.5
455.5,152.5
456.5,604.5
458.5,719.5
460.5,715.5
465.5,308.5
467.5,206.5
469.5,739.5
470.5,708.5
471.5,297.5
473.5,460.5
477.5,213.5
481.5,456.5
482.5,736.5
482.5,773.5
490.5,328.5
490.5,370.5
495.5,226.5
496.5,674.5
497.5,437.5
497.5,863.5
500.5,315.5
502.5,862.5
504.5,559.5
505.5,702.5
506.5,306.5
508.5,874.5
513.5,708.5
513.5,852.5
522.5,276.5
525.5,279.5
528.5,776.5
529.5,744.5
529.5,801.5
530.5,851.5
533.5,613.5
534.5,754.5
535.5,769.5
536.5,657.5
538.5,798.5
539.5,481.5
540.5,564.5
541.5,728.5
549.5,726.5
551.5,877.5
563.5,334.5
575.5,639.5
578.5,636.5
581.5,609.5
582.5,240.5
587.5,775.5
603.5,783.5
604.5,717.5
611.5,752.5
613.5,407.5
615.5,815.5
617.5,308.5
619.5,380.5
622.5,648.5
627.5,364.5
628.5,368.5
631.5,504.5
634.5,749.5
640.5,539.5
640.5,599.5
640.5,607.5
644.5,602.5
645.5,415.5
647.5,728.5
650.5,525.5
653.5,571.5
658.5,541.5
658.5,556.5
658.5,705.5
660.5,545.5
661.5,443.5
665.5,629.5
668.5,372.5
668.5,568.5
673.5,420.5
675.5,666.5
677.5,283.5
679.5,170.5
682.5,315.5
682.5,596.5
688.5,577.5
693.5,631.5
697.5,610.5
704.5,332.5
711.5,585.5
717.5,221.5
723.5,226.5
723.5,262.5
729.5,273.5
730.5,472.5
737.5,463.5
739.5,481.5
740.5,265.5
759.5,444.5
760.5,436.5
768.5,267.5
772.5,605.5
787.5,278.5
327.5,78.5
